S.No,Start,Distance,Race Name,Rank 1 Number,Rank 1 Name,Rank 1 Rider,Rank 1 W,Rank 1 P,Rank 2 Number,Rank 2 Name,Rank 2 Rider,Rank 2 W,Rank 2 P,Rank 3 Number,Rank 3 Name,Rank 3 Rider,Rank 3 P,Rank 3 W,Rank 4 Number,Rank 4 Name,Rank 4 Rider,Rank 4 W,Rank 4 P,Win,Place,Qulnella,Exacta,Trifecta,First4,Double,Quaddle,Qulnella Results,Qulnella Dividends,Exacta Results,Exacta Dividends,Trifecta Results,Trifecta Dividends,First4 Results,First4 Dividends
3,11:45,2000,CACTUS IMAGING FRANK PACKER PLATE 3Y SW GROUP 3,12,KINANE (NZ),JAMES MCDONALD,6.8,2,5,BOTTEGA,BRENTON AVDULLA,-,2.6,3,ENTENTE,TIM CLARK,-,2.2,6,CHUCK A LUCK (NZ),ADAM HYERONIMUS,-,-,77.5K,47.1K,39.2K,"8,248",59.1K,42.5K,"8,627",-,05-Dec,27.8,12-May,62.5,12-05-2003,288.7,12-5-3-6,1329.5
4,12:20,1600,MOET & CHANDON CHAMPAGNE STAKES 2Y SW GROUP 1,1,KING'S LEGACY,HUGH BOWMAN,2.3,1.4,2,GLENFIDDICH,TOMMY BERRY,-,5.5,6,OLE KIRK,JAMES MCDONALD,-,1.7,9,FAYERRA,JASON COLLETT,-,-,83.9K,42K,37.9K,"8,985",65.8K,57K,"9,061",-,01-Feb,34.9,01-Feb,48.8,01-02-2006,203.6,1-2-6-9,1745.1
5,13:00,2000,JAPAN RACING ASSOCIATION PLATE 3UP QUALITY GROUP 3,4,LIFE LESS ORDINARY (IRE),JASON COLLETT,8.3,2.6,11,GREYSFUL GLAMOUR,RACHEL KING,-,2.2,5,SHARED AMBITION (IRE),JAMES MCDONALD,-,1.9,3,BEST OF DAYS (GB),HUGH BOWMAN,-,-,86.9K,52.1K,40.4K,"7,650",63.1K,41.2K,12.4K,808K,04-Nov,23.8,04-Nov,58.6,04-11-2005,365.4,4-11-5-3,1171.9
6,13:40,1400,SCHWEPPES ALL AGED STAKES SWFA GROUP 1,9,TOFANE (NZ),OPIE BOSSON,12.3,3.5,1,PIERATA,TOMMY BERRY,-,2.1,10,FASIKA,BRENTON AVDULLA,-,4,13,SUPER SETH,JAMES MCDONALD,-,-,147K,80.7K,75.8K,17.1K,147K,114K,15.3K,-,01-Sep,35.8,09-Jan,71.2,09-01-2010,971.2,9-1-10-13,7660.5
7,14:20,1200,TAB HALL MARK STAKES 3UP SW+P GROUP 3,14,GREYWORM,TOMMY BERRY,4.6,1.9,1,TREKKING,KERRIN MCEVOY,-,2.1,2,KEMENTARI,HUGH BOWMAN,-,1.8,6,LE ROMAIN,NASH RAWILLER,-,-,108K,55.2K,41.8K,"9,916",69.6K,49.7K,17.4K,-,Jan-14,14.8,14-Jan,23.3,14-01-2002,109.1,14-1-2-6,1022.1
8,14:55,1400,JCDECAUX HANDICAP 3UP BM100 HCP,8,RANIER,HUGH BOWMAN,23.2,6.1,15,PHAISTOS (EM1),KERRIN MCEVOY,-,1.9,10,DEALMAKER,BRENTON AVDULLA,-,3.7,4,LANCIATO (NZ),RACHEL KING,-,-,120K,66K,53.5K,12.6K,94.8K,58.4K,-,-,Aug-15,44.6,Aug-15,59.9,8-15-10,944.2,8-15-10-4,11908.5
0,16:32,525,SEQUENTIAL PROPERTY SERVICES GR7,7,FABRIOLA EXPERT,A. DAILLY,9.9,2.5,4,SUNSET BOURBSKI,A. DAILLY,-,1.9,1,LORD DISICK,J. ENNIS,-,1.1,2,PALACE LADY,J. ENNIS,-,-,"6,895","3,113","2,059",692,"6,132","4,379",342,"5,291",04-Jul,27.5,07-Apr,34.7,07-04-2001,174.1,7-4-1-2,584
1,16:52,525,SKY RACING GR6,6,BURN TIME,L. HELLMUTH,5.8,1.1,7,PURE QUALITY,T. AULD,-,1.4,5,ENTWINED,J. NIBBS,-,10.9,3,DENZELL BALE,S. GRENFELL,-,-,"6,750","4,082","2,306","1,452","8,537","5,872",195,-,06-Jul,9.4,06-Jul,25.3,06-07-2005,916,6-7-5-3,3645.5
2,17:12,525,TAB - LONG MAY WE PLAY FINAL (3-6 WINS) RSD WIN FN,1,THISTLE SMOKE,A. LANGTON,4,1.7,2,CATCH THE THIEF,M. CLARK,-,1.1,4,ZIPPING SULLIVAN,D. COLEMAN,-,1.6,9,MULLION MAYOR (7),J. ENNIS,-,-,"9,289","3,231","2,142",988,"7,025","7,623",292,-,01-Feb,4.8,01-Feb,13.9,01-02-2004,40.8,1-2-4-9,158.4
3,17:35,725,TOPCAT VIDEO MX 4/5,8,BANGA,R. HENNESS,4.3,2.2,4,BLAZING CARTIER,R. BRITTON,-,2.3,7,WEBLEC HAZE,J. BRITTON,-,-,1,BENALI,T. BRITTON,-,-,"9,980","3,379","1,867","1,282","4,645","4,211",256,-,04-Aug,8.4,08-Apr,15,08-04-2007,42.6,8-4-7-1,146.2
4,17:53,525,MEADOWS CONFERENCE & EVENTS CENTRE MX 4/5,4,SHANLYN DEANO,A. LAUTERBOOM,9.7,2.3,6,AVALANCHE,J. THOMPSON,-,1.04,5,FATHER PHEVOS,G. NEOCLEOUS,-,3.7,2,START A RIOT,K. HELLMUTH,-,-,11.4K,"4,069","2,632","1,243","7,817","5,446",281,24.4K,04-Jun,24.9,04-Jun,43.4,04-06-2005,308,4-6-5-2,1456.8
5,18:12,600,THEMEADOWS.ORG.AU FFA,1,TRUE DETECTIVE,J. BRITTON,2,1.5,8,RAJASTHAN,R. CAMILLERI,-,1.5,7,ELLA ENCHANTED,J. ENNIS,-,-,2,HAVANA MISS,J. SHARP,-,-,"4,775","1,824","1,828",907,"3,706","3,306",380,-,01-Aug,1.8,01-Aug,3.7,01-08-2007,5.2,1-8-7-2,27
6,18:35,600,HOME OF TEN GROUP 1'S GR5,5,SUBMISSION,J. THOMPSON,3.3,1.5,8,HERE'S TEARS,R. BRITTON,-,1.8,4,MIDNIGHT MYSTERY,A. BAHEN,-,6.6,7,BARCIA PRINCE,J. BRITTON,-,-,"8,245","2,754","1,622",841,"5,868","5,070",338,-,05-Aug,14,05-Aug,20.5,05-08-2004,240.8,5-8-4-7,2329.3
7,18:53,525,FEIKUAI GREYHOUNDS FFA,5,YOU TELL ME,K. GREENOUGH,2.9,1.7,3,BLACK OPIUM,J. THOMPSON,-,1.7,7,MAS PLUM JAM,D. BURNETT,-,-,1,IAGO BALE,A. DAILLY,-,-,"9,155","3,868","2,012","1,511","8,226","5,988",249,-,03-May,3.3,05-Mar,8.1,05-03-2007,84.9,5-3-7-1,247.2
8,19:15,525,JOIN THE 525 CLUB NOW GR5,4,ASTON SILK,J. THOMPSON,1.5,1.04,6,PHILADELPHIA PIP,J. SHARP,-,2.2,2,DEWANA CLASSIC,B. DEWAN,-,2.4,3,CHUN LI,J. SHARP,-,-,"6,566","2,974","3,645","1,137","6,775","6,090",390,-,04-Jun,6.3,04-Jun,10.9,04-06-2002,34.4,4-6-2-3,123.1
9,19:42,525,TAB.COM.AU GR5,5,JUNK FOOD JUNKIE,J. SHARP,3.2,1.3,7,FABRIOLA ZAD,A. DAILLY,-,1.8,1,GET GO BOY,A. DEBATTISTA,-,1.6,2,CROUCHER,R. WOOD,-,-,"7,722","3,886","2,441","1,468","7,923","5,177",520,-,05-Jul,9.3,05-Jul,14.7,05-07-2001,77,5-7-1-2,299.1
10,20:02,525,LIKE GRVICTORIA ON FACEBOOK GR5,1,WINLOCK NEWBOLT,M. GIBBONS,6.3,1.7,5,WEBLEC SPICE,M. LANIGAN,-,1.9,4,I'M A KRAKOUER,R. BRITTON,-,2.5,9,ELVISA BALE (7),A. DAILLY,-,-,12.8K,"4,758","2,684","1,311","9,223","5,688",497,-,01-May,6.6,01-May,27.9,01-05-2004,97.6,1-5-4-9,794.2
11,20:22,525,EVERY RACE LIVE ON THE WATCHDOG APP GR5,7,DEWANA SUCCESS,M. DEWAN,6.6,1.2,1,ZIANNA ROSE,R. CRAWFORD,-,2.3,6,ZIPPING MARSHALL,D. COLEMAN,-,1.1,8,DEWANA MILKSHAKE,B. DEWAN,-,-,"8,798","2,796","3,080","1,530","6,610","6,336",-,-,01-Jul,27.3,07-Jan,59.3,07-01-2006,96.7,7-1-6-8,490.8
0,11:04,1200,WILDFIRE BLOOMS HANDICAP F&M 0 - 70 HCP,2,BABE IN BOOTS,WAYNE KERFORD,6.7,2.4,1,ROUGHLY,CASEY HUNTER,-,2.5,3,HUSSON PARK,BARRY HUPPATZ,-,2.4,4,VALENCIANO (NZ),JARROD TODD,-,-,"7,416","2,686","2,514",885,"3,754","2,251",95,391,01-Feb,11.5,02-Jan,21.5,02-01-2003,227.4,2-1-3-4,362.9
1,11:39,1200,YEPERENYE SHOPPING CENTRE WFA PLATE WFA,4,SAVATOXL,LORELLE CROW,3.4,1.5,5,SUPER BRYAN,BARRY HUPPATZ,-,3.6,3,MAUDY,PAUL DENTON,-,-,2,GOLDEN DICE,TERRY TREICHEL,-,-,"5,767","1,484","1,578",667,"1,835","3,174",47,-,04-May,9,04-May,20.4,04-05-2003,62.5,4-5-3-2,136.2
2,12:14,1000,LADBROKES ODDS BOOST HANDICAP 0 - 62 HCP,1,CULZEAN,RAYMOND VIGAR,2.3,2.1,5,WHITWORTH,LORELLE CROW,-,6.7,3,REGAL CAPITAL,PAUL DENTON,-,-,6,KING KAZOU,JARROD TODD,-,-,"7,855","3,592","1,165",521,"2,466","2,186",28,-,01-May,12.2,01-May,14.9,01-05-2003,50.6,1-5-3-6,138.6
3,12:54,1900,MERCURE ALICE SPRINGS RESORT HANDICAP HCP,3,FLYING TORMENTA,TERRY TREICHEL,4.5,1.6,4,MAZZARO,STAN TSAIKOS,-,2,8,WINGARD,LORELLE CROW,-,7.3,7,DOON BUGGY,CASEY HUNTER,-,-,"4,950","2,550","1,495",588,"1,884","2,211",78,"1,740",03-Apr,7,03-Apr,20.5,03-04-2008,368,3-4-8-7,1959.8
4,13:34,1400,HELLOWORLD TRAVEL ALICE SPRINGS HANDICAP BM76 HCP,6,RANSOM MONEY,STAN TSAIKOS,7.3,1.4,7,HENRY LAD,WAYNE DAVIS,-,3.8,3,ALLSPICE,TERRY TREICHEL,-,1.6,4,GAUGUIN (NZ),DAN MORGAN (A2.0),-,-,"5,736","1,751","1,453",372,"2,149","1,648",106,-,06-Jul,56.2,06-Jul,107.7,06-07-2003,413.3,6-7-3-4,1653.5
5,14:14,1400,SEPPELT WINES MAIDEN PLATE MDN-SW,3,RADIO ROOM,STAN TSAIKOS,10.8,3.5,5,TRUCKLOAD OF HOFFA,BARRY HUPPATZ,-,1.4,7,GUARDIAN,LORELLE CROW,-,4.5,6,ULARARA,PAUL DENTON,-,-,10.8K,"5,743","2,978",765,"3,742","2,251",512,-,03-May,12.8,03-May,46.3,03-05-2007,357.9,"3-5-7-6
                                            Partial C/O","3489.40
                                            (307.74)"
6,14:54,1600,IMPARJA TELEVISION NT GUINEAS 3Y - SW,6,SHIFT THE RISK,RAYMOND VIGAR,1.3,1.04,9,CARIBBEAN KISSES,PAUL DENTON,-,3.1,4,LUNCH SESSION,TERRY TREICHEL,-,3.6,2,D'LIVA,STAN TSAIKOS,-,-,12.2K,"5,076","2,031",654,"4,111","6,580",-,-,06-Sep,8.6,06-Sep,16.1,06-09-2004,98.7,6-9-4-2,999.5
0,10:00,1100,BUTCH POWER MAIDEN PLATE MDN-SW,7,SOCIALITE MISS,LAURA LAFFERTY (A2.0),15.7,2.4,4,RAYSIM,JACK HILL,-,1.5,3,LOVANO,DYLAN DUNN,-,2.4,6,TAI SHAN,JARROD FRY,-,-,17.6K,"7,256","5,756","1,995",10.9K,"9,600","2,404",-,04-Jul,39.5,07-Apr,67.8,07-04-2003,408.6,7-4-3-6,1203
1,10:31,1200,STAVELY PARK MERINO STUD 3YO MAIDEN PLATE 3Y MDN-SW,4,HARPUNA,JARROD FRY,4.1,1.9,1,DROP THE MIC,WILL PRICE (A1.5),-,2.1,2,FIGHTING JACK,JACK MARTIN,-,1.2,15,LOVE HURTS (NZ) (EM3),RHONDA MANGAN,-,-,20.9K,"8,143","6,654","3,385",12.7K,"9,783","1,546",12.8K,01-Apr,13.5,04-Jan,18.3,04-01-2002,42.9,4-1-2-15,4399.9
2,11:06,1600,D.A. DALGLEISH MAIDEN PLATE MDN-SW,9,RISING ARCHIE,CAMPBELL RAWILLER (A2.0),2.5,1.4,8,GAUCHO,WILL PRICE (A1.5),-,1.5,10,SET TO FIGHT,JACK HILL,-,2.3,5,RECIDIVIST,BRIDGET GRYLLS,-,-,15.3K,"5,104","3,450","1,643",10.4K,"5,351",957,-,08-Sep,3.5,09-Aug,7.6,09-08-2010,36,9-8-10-5,232.5
3,11:41,1600,W. L. BILL BIGGIN 0 - 58 HANDICAP 0 - 58 HCP,6,FERROCERIUM,JACK HILL,4,1.5,3,PAINT THE STARS,CAMPBELL RAWILLER (A2.0),-,2.6,5,ONEHUNDRED PERCENT,ALANA KELLY (A2.0),-,2.3,7,NOBLE ROCKS,CHRISTINE PULS,-,-,19.8K,"7,417","5,274","2,076",11.9K,"6,686","1,481",-,03-Jun,22.3,06-Mar,38.5,06-03-2005,183.1,6-3-5-7,611
4,12:16,1600,BOB BARR SMITH 0 - 58 HANDICAP 0 - 58 HCP,1,BROMES,JARROD FRY,5.2,1.8,6,GO BALLISTIC,WILL PRICE (A1.5),-,1.2,3,STORMY JACK,MADISON LLOYD (A2.0),-,3.1,7,PRIZE LAD,JACK HILL,-,-,29.2K,12.6K,"6,505","2,024",14.2K,"8,049","1,571",-,01-Jun,9.5,01-Jun,23.4,01-06-2003,180.5,1-6-3-7,1154.1
5,12:56,1300,MILLEAR FAMILY 0 - 58 HANDICAP 0 - 58 HCP,4,KASHIWA,CAMPBELL RAWILLER (A2.0),3.7,1.2,2,TIME FORD,JADEN LLOYD (A2.0),-,2.2,6,QUIET LUCKY,DECLAN BATES,-,2.1,7,ENTANGLED TOFF,BRIAN HIGGINS,-,-,23.5K,"9,899","5,482","1,764",11.2K,"5,830","1,134",39.1K,02-Apr,10.2,04-Feb,19.9,04-02-2006,52.4,4-2-6-7,331.6
6,13:36,1300,BET365 0 - 58 HANDICAP 0 - 58 HCP,9,PEDDLER,MADISON LLOYD (A2.0),6,2.1,2,FRATELLO,WILL PRICE (A1.5),-,1.3,4,DIXIE BUILT,JACK HILL,-,2.7,3,ASTRO CASTRO,KEVIN BOHORUN,-,-,29.1K,14K,"6,004","1,937",12.7K,"5,712","1,427",-,02-Sep,14.8,09-Feb,37.3,09-02-2004,187.4,9-2-4-3,674.5
7,14:16,2000,T.M. MURRAY SLATTERY WILLAURA CUP BM70,5,FLORIDA DREAM,JADEN LLOYD (A2.0),6.8,2.1,2,TOUGH VIC,DECLAN BATES,-,2.5,6,CARPOOL KARAOKE (NZ),WILL PRICE (A1.5),-,1.4,4,MIGHTY OASIS (GB),JACK HILL,-,-,21.7K,"7,148","4,669","2,131",11.4K,"7,070","2,948",-,02-May,27.8,05-Feb,64.8,05-02-2006,185.1,5-2-6-4,1023.6
8,14:59,1100,PROGRAMMED 0 - 58 HANDICAP 0 - 58 HCP,7,MARY'S PRIDE,WILL PRICE (A1.5),4.2,1.9,1,MARROCK,JARROD FRY,-,2.2,12,IN THE SUN,MIKAELA LAWRENCE (A3.0),-,8.2,6,THE RICH FISHER,JOHN KEATING,-,-,15.5K,"7,102","4,675","1,658","9,554","3,777",-,-,01-Jul,6.8,07-Jan,17.1,07-01-2012,292,"7-1-12-6
                                            Partial C/O","5855.50
                                            (239.95)"
0,16:04,400,MR BUGS PEST CONTROL MAIDEN STAKES MDN,6,UTAH EXPRESS,J. MAGRI,3,1.5,1,SIN RAP EXPRESS,S. PARNIS,-,1.1,8,MUMNESIA,K. COLEMAN,-,4.1,3,OFFLINE,P. LAGOGIANE,-,-,"9,133","5,170","2,285",797,"7,171","5,877",43,452,01-Jun,4.6,06-Jan,9.8,06-01-2008,48.5,6-1-8-3,106.1
1,16:24,400,LADBROKES MAIDEN STAKES MDN,3,FUN GUY EBBY,M. EBERAND,4.4,1.7,1,TAKAHI TOBY,J. BERTINATO,-,2.3,2,BOLLY'S GIRL,A. BELL,-,5,8,UTAH MISTY,J. SATTI,-,-,"6,726","2,563","1,382",606,"4,163","2,542",41,-,01-Mar,16.3,03-Jan,25.7,03-01-2002,289.5,3-1-2-8,912.5
2,16:44,400,SOUTHERN ENGINE RECONDITIONING STAKES GR5,5,ANOTHER STORM,M. WRIGHT,3.7,1.3,4,BRISK,K. CHAPPELOW,-,3,9,FLASH MULCHER (7),S. FLEMING,-,1.5,8,SAVANAKA TWO,A. BELL,-,-,"8,572","4,480","2,665","1,025","7,631","5,909",35,-,04-May,22.7,05-Apr,35.2,05-04-2009,222.4,5-4-9-8,1456.9
3,17:04,400,LADBROKES CASH IN STAKES MX 4/5,7,LAST PHOENIX,N. BROWN,2.7,1.2,5,SIENNA KEEPING,R. METSELAAR,-,1.3,3,BILLY BUCCA,A. BELL,-,2.4,2,OLD MICK BANNER,B. GIBBONS,-,-,"6,789","1,883","1,023",391,"2,731","2,235",23,-,05-Jul,6.3,07-May,7,07-05-2003,61.5,7-5-3-2,73.8
4,17:23,400,LADBROKES ODDS BOOST STAKES FFA,5,STRAIGHT SHIFT,P. LAGOGIANE,2.8,1.8,7,MURPHY RUMBLE,M. GATT,-,4.6,8,RUMBLE MASTER,J. MAGRI,-,-,1,HARDAWAY HARADA,R. MARSDEN,-,-,"6,402","1,613","1,561",664,"3,471","2,876",39,787,05-Jul,8.2,05-Jul,16.4,05-07-2008,37.9,5-7-8-1,61.5
5,17:42,472,LADBROKES 1-2 WINS STAKES GR5 FN,6,UTAH GHOST,J. SATTI,3.8,1.1,2,STRIKING,C. CHAPPELOW,-,1.4,8,LAURIE'S LAW,S. MA,-,2.3,4,HIGH PRIESTESS,B. MCCAULEY,-,-,"6,656","2,601","1,086",503,"3,725","2,675",200,-,02-Jun,6.1,06-Feb,12.7,06-02-2008,106.8,6-2-8-4,708.9
6,18:00,472,LADBROKES CASH OUT STAKES MX 4/5,1,HERE COMES JOE,J. ESTEPHAN,1.9,1.04,9,JACK HIGH (3),R. MARSDEN,-,8.4,4,RITZA COEN,M. GATT,-,1.8,2,KNIGHTHOOD,P. LAGOGIANE,-,-,"7,899","3,866","2,382","1,010","7,498","6,143",30,-,01-Sep,28.5,01-Sep,33.3,01-09-2004,213.2,1-9-4-2,746.2
7,18:23,472,LADBROKES BACK YOURSELF STAKES FFA,3,EBBY INFRARED,M. EBERAND,3.4,1.6,5,GOOD ODDS HARADA,J. MAGRI,-,1.5,8,KING CRATOS,J. MAGRI,-,-,4,SHANJO PRINCE,M. GATT,-,-,"4,779","1,781","1,613",574,"3,963","5,376",31,-,03-May,3.1,03-May,8.4,03-05-2008,18.7,3-5-8-4,61
8,18:42,400,LADBROKES BULLI BATTLERS STAKES GR5,8,DYNA KARA,S. RHODES,2.7,1.1,7,TOMERONG TERROR,F. GOODWIN,-,1.3,1,PONTIAC ICON,M. AZZOPARDI,-,1.5,9,RUNWAY OSCAR (3),C. BENJAMIN,-,-,"6,408","3,286","1,062",636,"4,303","3,534",103,-,07-Aug,4.2,08-Jul,9.4,08-07-2001,46.1,8-7-1-9,121.7
9,19:00,472,LADBROKES PROTEST PAYOUT STAKES GR5,6,UNISON,M. SULTANA,1.7,1.04,1,SIN RAP BOOM,S. PARNIS,-,2.1,8,TOPPER PHOENIX,F. HARRIS,-,3.7,3,TOPPER MCGARRETT,F. HARRIS,-,-,"6,596","2,105","1,679",636,"5,359","4,480",-,-,01-Jun,3.2,06-Jan,6,06-01-2008,27.6,6-1-8-3,93.5
0,10:03,900,COOINDA NURSING HOME MAIDEN PLATE MDN-SW,5,OUTBACK SNOW,WENDY PEEL (A),108.1,12.8,13,INFERNO MISS,GREG RYAN,-,1.3,11,STICKS 'N' STONES,ANGELA COOPER (A3.0),-,1.8,1,BOBBIE'S BOY,KEN DUNBAR,-,-,"5,139","2,075","1,410",301,"2,400","1,363",303,804,May-13,53.8,"5-13
                                            Partial C/O","481.90
                                            (122.77)",5-13-11,1687.5,"5-13-11-1
                                            Partial C/O","2110.60
                                            (928.69)"
1,10:38,900,COOINDA HOSTEL MAIDEN PLATE MDN-SW,14,SOGNARE,WENDY PEEL (A),2.6,1.8,10,SKYE LOVER,JAMES ROGERS,-,7.6,9,POETIC HARMONY,ANDREW BANKS,-,1.5,2,OPERA DUDE,KATH BELL-PITOMAC (A1.5),-,-,11.7K,"5,730","2,790","2,033","4,629","7,001",287,-,Oct-14,60.5,14-Oct,122.1,14-10-2009,388,14-10-9-2,2213.6
2,11:15,1600,COOINDA LODGE CLASS 1 & MAIDEN PLATE CL1-SW,1,CARNEGIE'S MONACO,KEN DUNBAR,4.8,1.6,7,STAR OF MOSHE,KATE COWAN (A1.5),-,4.8,6,SNIPSELVA,KATH BELL-PITOMAC (A1.5),-,2.2,2,JUST ON SPEC,BILLY CRAY,-,-,"7,986","2,741","1,789",672,"3,623","1,904",248,-,01-Jul,44.4,01-Jul,69,01-07-2006,443.2,"1-7-6-2
                                            Partial C/O","2951.60
                                            (113.17)"
3,11:51,1400,COOINDA RETIREMENT VILLAGE MAIDEN HANDICAP MDN HCP,6,JONESY,JAMES ROGERS,15.4,3.5,5,FANTASMA,GREG RYAN,-,2.2,9,DUSKTILLDAWN,BILLY CRAY,-,4,7,BLACK FERN,KEN DUNBAR,-,-,10.2K,"3,845","2,009",614,"3,954","3,473",693,-,05-Jun,29,06-May,91.6,06-05-2009,797.5,"6-5-9-7
                                            Partial C/O","5383.20
                                            (2011.29)"
4,12:27,1400,COOINDA HOME CARE BENCHMARK 50 HANDICAP BM50 HCP,1,ZAMALI,KATH BELL-PITOMAC (A1.5),3.3,1.4,2,GORN HOFF,GREG RYAN,-,1.8,7,AYETEEM,KATE COWAN (A1.5),-,2.6,14,MOMENT OF HOPE,ELEANOR WEBSTER-HAWES,-,-,10.6K,"5,289","2,658",894,"5,680",11.6K,197,"2,292",01-Feb,9.5,01-Feb,10.8,01-02-2007,57.4,1-2-7-14,271.3
5,13:07,1200,COONABARABRAN CUP DAY 25TH OCTOBER 2020 BENCHMARK 50 HCP BM50 HCP,6,BEE DOUBLE BEE,GREG RYAN,4.8,1.9,3,MUSIC MISS,KATE COWAN (A1.5),-,2.6,10,RAWSON CROSSING,JAMES ROGERS,-,4.6,7,POLICY,ANDREW BANKS,-,-,19.9K,"9,601","3,242",939,"5,477","2,403",353,-,03-Jun,17.7,06-Mar,34.4,06-03-2010,364.9,6-3-10-7,1582.9
6,13:47,1200,COOINDA COONABARABRAN BENCHMARK 50 HANDICAP BM50 HCP,5,CREIDNE,BILLY CRAY,17.3,3.3,11,TICKET TO EL AYE,ANGELA COOPER (A3.0),-,4.8,4,ANGIE EMM,GREG RYAN,-,1.04,3,BRAY (NZ),WENDY PEEL (A),-,-,19.2K,"8,973","4,313","2,264",11K,"6,572",383,-,05-Nov,196.7,05-Nov,649.8,05-11-2004,1350.6,"5-11-4-3
                                            Partial C/O","10177.80
                                            (4759.10)"
7,14:27,900,MERRYULA WING BENCHMARK 50 HANDICAP BM50 HCP,8,BENSAY,ASHLEIGH STANLEY (A2.0),10,3.8,2,INVINCIBLE THUNDER,KATE COWAN (A1.5),-,2.6,15,DYNAMITE DAN (EM1),JAMES ROGERS,-,3.6,12,MATTER OF FACTOR,CHELSEA INGS,-,-,12.4K,"5,281","3,435","1,281","5,773",16.7K,-,-,02-Aug,47.3,08-Feb,40,08-02-2015,680.6,8-2-15-12,4674.5
0,10:19,1400,TOM THUMBS LAGOON 2YO MAIDEN HANDICAP 2Y MDN HCP,3,MACLEAY,ADRIAN LAYT,5.5,2,1,BLACK BOLT (NZ),CHAD LEVER,-,2.1,6,DIORISSIMA,TRAVIS WOLFGRAM,-,12.2,5,COL'S LAW,BROCK RYAN (A1.5),-,-,18.8K,"6,481","4,432","1,735","9,444","6,410",816,"5,758",01-Mar,11.9,03-Jan,22.4,03-01-2006,535.5,3-1-6-5,4385.3
1,10:54,1300,PERKINS BEACH MAIDEN HANDICAP MDN HCP,1,KATERU,BLAIKE MCDOUGALL,2.8,1.5,2,DIVINE ELEVEN,CHAD LEVER,-,2.2,9,HEIMBERG,BRODIE LOY,-,3.7,8,AIR TO AIR,JESS TAYLOR,-,-,19.7K,"8,235","6,686","3,832",11.2K,"8,659",695,-,01-Feb,7.8,01-Feb,19.5,01-02-2009,176.5,1-2-9-8,619.3
2,11:29,1500,WILLIAM BEACH MAIDEN PLATE MDN-SW,4,HIGH ACADEMY,CHAD LEVER,7,1.9,1,DESIGN AHEAD,SCOTT POLLARD,-,3.5,3,DAME MARGOT,TRAVIS WOLFGRAM,-,2,9,TODWICK,BRANDON GRIFFITHS (A2.0),-,-,18K,"8,002","4,408","1,542","8,364","5,634",611,-,01-Apr,26.7,04-Jan,38.9,04-01-2003,243.5,4-1-3-9,1224.6
3,12:04,1500,LAKE CATARACT CLASS 1 HANDICAP CL1 HCP,11,TAMPERING,ADRIAN LAYT,11.9,2.7,13,SILENT AGENDA,CHAD LEVER,-,10.4,1,JUST SOCIETY (NZ),SHAUN GUYMER,-,1.5,14,ILVERMORNY,BLAIKE MCDOUGALL,-,-,21.9K,"8,590","5,720","2,650",12.3K,"7,778",761,"8,168",Nov-13,472.2,Nov-13,1353.7,11-13-1,5506.2,"11-13-1-14
                                            Partial C/O","12055.10
                                            (4829.05)"
4,12:44,1400,LAKE CORDEAUX CONDITIONAL BENCHMARK 70 HANDICAP BM70 HCP,4,BUDDEROO KNIGHT,BROCK RYAN (A1.5),9.4,3.3,7,MICKS NEW CHICK,WINONA COSTIN,-,2.3,10,MERCURY,BRANDON GRIFFITHS (A2.0),-,3.2,8,TERRA REIGN,BLAIKE MCDOUGALL,-,-,24.5K,11.3K,"6,613","2,172",11.4K,34.9K,579,-,04-Jul,41.2,04-Jul,98.1,04-07-2010,974.1,4-7-10-8,7619.9
5,13:24,1200,LAKE AVON F&M BENCHMARK 64 HANDICAP F&M BM64 HCP,2,SPEED AND STYLE,MADISON WATERS (A4.0),19.8,3.9,7,CHANTING,BLAIKE MCDOUGALL,-,2.3,9,MIDSUMMER RAIN,JESS TAYLOR,-,2.3,5,LETTRE D'AMOUR,WINONA COSTIN,-,-,12.4K,"5,537","3,781","1,245","5,543","2,902",879,-,02-Jul,49.8,02-Jul,132.8,02-07-2009,942.3,"2-7-9-5
                                            Partial C/O","4497.90
                                            (2104.39)"
6,14:04,1200,LAKE ILLAWARRA CG&E BENCHMARK 64 HANDICAP CG&E BM64 HCP,2,REFORMIST,BROCK RYAN (A1.5),7.4,2.1,5,PIONEER,CHAD LEVER,-,1.4,7,GOLWEN,BLAIKE MCDOUGALL,-,2.2,3,LANCASTER BOMBER,BRANDON GRIFFITHS (A2.0),-,-,43.8K,20.9K,"7,448","3,049",14.4K,19.8K,-,-,02-May,10,02-May,31.8,02-05-2007,181.7,2-5-7-3,1630.7
0,11:21,1000,WESTLAWN FINANCE MAIDEN PLATE MDN-SW,5,SINEPARI,JON GRISEDALE,8.4,1.04,6,ASTROPHYSICS,BELINDA HODDER,-,2.6,1,TUMUT RIVER (NZ),MATTHEW MCGUREN,-,1.3,9,DRAGON PURSUIT,CEJAY GRAHAM (A),-,-,"9,325","3,087","3,878","1,020","4,703","3,219",154,691,05-Jun,20.2,05-Jun,43.4,05-06-2001,90.7,5-6-1-9,497.6
